lat_ms
1.509145
1.586979
1.413424
-0.471537
1.381131
1.659760
1.312658
-1.540927
1.602543
2.336857
1.529349
-1.452952
1.370683
1.591126
1.737427
1.604595
4.950249
-1.324136
1.482784
1.241203
1.569028
-1.394942
0.922946
1.571761
1.237849
1.294637
1.487884
1.131916
1.468414
-1.432728
1.645233
-1.316757
1.481853
-1.263974
0.752739
-1.373808
1.462843
-0.526313
1.013207
1.747199
2.069844
1.543795
1.595531
1.641731
1.574148
1.655685
1.588277
1.599343
1.693347
1.437440
1.683534
1.414288
3.561279
1.440143
3.585320
3.673076
-1.490198
1.508913
1.024639
2.345056
1.321450
1.459170
1.633142
2.152688
1.644283
1.602517
1.605758
1.485173
1.756555
3.103229
1.705626
2.064128
1.568907
1.538770
1.520521
1.593274
1.617520
1.399450
1.496019
1.399176
1.521759
1.498115
4.012920
1.451592
1.553320
1.522205
1.593742
1.410549
1.530875
3.284085
6.043511
1.771393
1.557546
1.531909
1.458551
1.533280
1.065663
1.566641
1.146376
1.484006
1.649632
1.555995
1.553751
1.497289
1.713852
1.493152
2.172095
1.534679
1.592214
5.068281
1.604840
1.607798
1.669892
1.523794
1.728202
1.451226
2.404036
1.409151
1.613886
1.431711
