lat_ms
2.480799
-0.339496
-0.375044
-0.572098
-0.132881
-0.585471
-0.113567
0.321631
0.103652
-0.324422
-0.456797
-0.591682
-0.560250
-0.593852
-0.534021
-0.456612
-0.581267
-0.522588
-0.013399
-0.380641
-0.459599
-0.416689
-0.440770
-0.391973
-0.165397
-0.233791
-0.397556
-0.296211
2.563046
-0.580445
-0.455964
0.554366
45.577591
25.650309
7.526166
22.784998
3.793419
-0.629188
-0.548776
-0.296723
-0.355657
-0.470312
-0.570282
-0.314249
-0.441924
-0.595129
-0.112642
-0.659271
-0.682923
-0.420862
-0.518920
-0.704811
-0.628072
-0.509818
0.742990
-0.582554
-0.066284
-0.643049
-0.457615
-0.570853
-0.657833
-0.449282
-0.579312
-0.579054
-0.286916
-0.675662
-0.659418
-0.213974
-0.682423
-0.474255
5.591832
-0.521455
-0.430697
0.315502
-0.540220
-0.468320
-0.504928
1.632648
-0.552533
-0.638691
-0.573135
-0.452449
-0.571250
-0.635446
-0.570598
-0.600300
-0.588573
-0.467646
-0.572153
-0.593796
-0.443867
-0.620682
-0.600471
-0.625760
-0.444287
-0.466514
-0.490245
-0.643411
-0.375520
-0.577106
-0.564244
-0.434007
-0.335994
-0.612586
-0.565390
-0.601788
-0.542176
-0.218226
0.162543
-0.445340
-0.376174
-0.299340
-0.581060
-0.655386
-0.646876
-0.691114
-0.633397
-0.657634
0.019671
-0.582243
-0.687989
-0.712629
-0.660549
-0.628433
-0.588888
-0.511494
-0.583943
-0.486320
-0.694015
-0.715467
-0.693052
-0.619406
-0.658788
-0.346385
-0.659970
43.393371
23.507371
5.064838
-0.686204
-0.700775
-0.707080
0.180905
-0.636827
-0.682978
-0.513850
-0.673455
-0.661923
-0.088856
-0.687997
-0.652337
-0.595412
-0.636993
-0.256809
-0.564805
-0.696089
-0.695122
-0.722046
-0.706835
-0.717320
-0.606510
-0.442654
-0.263017
-0.653840
-0.600104
2.686701
-0.570373
-0.579908
0.809539
-0.613714
-0.619540
7.781423
-0.505596
3.787687
-0.577315
-0.534956
-0.430733
-0.419120
3.620898
-0.555654
-0.428413
-0.430106
-0.316279
-0.551272
1.285507
-0.666543
-0.579521
-0.655065
1.323816
-0.536843
-0.690361
0.046538
-0.582236
-0.427361
-0.228089
43.454304
23.557142
5.522051
-0.709507
-0.646432
-0.640200
-0.584784
-0.586159
-0.413698
-0.389912
-0.514534
-0.347331
-0.646209
-0.614378
-0.447317
-0.355207
3.018653
44.673835
24.759581
7.633829
-0.341588
-0.550632
-0.582034
-0.574181
-0.639243
-0.456300
-0.581812
0.769007
-0.494583
22.646353
11.355197
47.347124
28.546921
8.593226
23.342393
9.801643
-0.452175
-0.540015
-0.673150
-0.550144
23.601051
19.426729
12.080151
-0.644679
-0.660957
-0.680067
-0.588360
3.097625
-0.725485
-0.646376
-0.322291
-0.442443
-0.461202
-0.564037
-0.530943
-0.546011
0.222348
1.237888
-0.551188
-0.458091
-0.406207
-0.246859
-0.571827
-0.580131
-0.540882
-0.454314
-0.523426
44.391440
24.495793
6.085053
-0.411797
-0.116543
-0.628963
-0.598805
-0.323213
-0.400570
-0.691111
-0.585082
-0.591382
-0.591481
1.624846
4.837855
-0.554985
-0.645423
-0.597216
-0.565735
-0.320535
-0.284653
-0.581174
-0.418512
-0.457380
-0.527101
-0.372887
-0.629256
-0.626713
-0.690931
-0.570485
-0.186984
-0.333365
-0.584081
-0.577499
-0.485005
-0.488193
1.870638
0.064145
-0.490244
-0.610487
-0.417534
-0.431914
-0.318407
-0.132448
-0.437782
-0.570315
-0.397355
-0.463625
-0.673752
-0.562423
-0.685077
-0.696037
4.804251
-0.437392
-0.579207
-0.644191
-0.453037
-0.674705
-0.684658
-0.664405
-0.620231
1.019477
5.077907
-0.701881
-0.566327
-0.497564
-0.599638
0.395306
-0.497183
-0.578656
-0.591235
-0.413291
-0.549971
0.578698
-0.548353
-0.263210
-0.562482
22.563842
2.641235
70.241620
50.311166
30.365846
12.892977
-0.584746
-0.464788
-0.460360
-0.350935
-0.514468
-0.613439
-0.518535
-0.457990
-0.573558
-0.460690
-0.676645
-0.677437
-0.696862
-0.656970
-0.606797
