run_id,iface,broker,port,mode,n_app,lam,qos,payload_bytes,duration_s,publish_count,semantic_updates,tx_bytes,tx_kbps,cpu_user_s,cpu_system_s,wall_s,idle_kbps_before,started_ns,ended_ns,rx_msgs,rx_bytes_payload,p50_ms,p95_ms,p99_ms,max_ms,mean_ms,cpu_total_s,idle_tx_bytes_est,tx_bytes_eff,s_wire_per_publish_B_raw,s_wire_per_publish_B,s_wire_per_update_B_raw,s_wire_per_update_B,tx_kbps_eff,expected_rx_msgs,rx_loss_ratio_raw,rx_loss_ratio,flag_missing_subscriber,flag_negative_latency,flag_busy_idle
wifi_full-081-1770418895,wlan0,192.168.2.100,1883,uns,5,50.0,0,256,60.0,3000.0,3000.0,1016132.0,135.48413570995885,0.0,0.21999999999999886,60.000057995000134,0.0,1770418895148190566,1770418955644826313,3000,768000,-0.494226,65.7400431999999,124.78581075,344.891962,7.669853509666668,0.21999999999999886,0.0,1016132.0,338.71066666666667,338.71066666666667,338.71066666666667,338.71066666666667,135.48413570995885,3000.0,0.0,0.0,False,False,False
wifi_full-052-1770417097,wlan0,192.168.2.100,1883,replication,50,2.0,1,1024,60.0,6000.0,120.0,6633578.0,884.4761802299004,0.490000000000002,0.07000000000000028,60.000060132999806,0.0,1770417097111380199,1770417157611878812,6000,6144000,13.0286935,27.7493387,54.900881500000004,122.607454,14.191367617666668,0.5600000000000023,0.0,6633578.0,1105.5963333333334,1105.5963333333334,55279.816666666666,55279.816666666666,884.4761802299004,6000.0,0.0,0.0,False,False,False
wifi_full-040-1770416353,wlan0,192.168.2.100,1883,replication,20,2.0,1,1024,60.0,2400.0,120.0,2686626.0,358.21642797432906,0.21000000000000085,0.020000000000000018,60.000062312999944,0.0,1770416353098063471,1770416413598862552,2400,2457600,7.6897655,19.820328399999987,35.66515634999994,60.428204,9.469200094583332,0.23000000000000087,0.0,2686626.0,1119.4275,1119.4275,22388.55,22388.55,358.21642797432906,2400.0,0.0,0.0,False,False,False
wifi_full-021-1770415175,wlan0,192.168.2.100,1883,replication,5,50.0,0,256,60.0,15000.0,3000.0,4589349.0,611.9126177141504,0.4700000000000002,0.08999999999999997,60.0000570950001,0.0,1770415175075609780,1770415235575657860,15000,3840000,3.7661585,32.5491847,86.80121783000001,256.177721,8.372615126133335,0.5600000000000002,0.0,4589349.0,305.9566,305.9566,1529.783,1529.783,611.9126177141504,15000.0,0.0,0.0,False,False,False
wifi_full-003-1770414059,wlan0,192.168.2.100,1883,replication,1,2.0,1,256,60.0,120.0,120.0,50603.0,6.747059802208023,0.01999999999999999,0.01,60.000061044000006,0.0,1770414059051521804,1770414119552281817,120,30720,2.844439,5.823387799999998,19.089000320000004,214.369084,5.056542808333334,0.029999999999999992,0.0,50603.0,421.69166666666666,421.69166666666666,421.69166666666666,421.69166666666666,6.747059802208023,120.0,0.0,0.0,False,False,False
wifi_full-118-1770421189,wlan0,192.168.2.100,1883,uns,50,50.0,0,1024,60.0,3000.0,3000.0,3365870.0,448.78222571569074,0.18000000000000682,0.05000000000000071,60.00005895300001,0.0,1770421189192145315,1770421249690973768,3000,3072000,-0.49482550000000003,23.601257699999998,90.61537498999553,217.02244,5.187206184666667,0.23000000000000753,0.0,3365870.0,1121.9566666666667,1121.9566666666667,1121.9566666666667,1121.9566666666667,448.78222571569074,3000.0,0.0,0.0,False,False,False
wifi_full-114-1770420941,wlan0,192.168.2.100,1883,uns,50,10.0,0,1024,60.0,600.0,600.0,671700.0,89.55991223128562,0.04000000000000625,0.00999999999999801,60.00005880000026,0.0,1770420941186525663,1770421001687086489,600,614400,2.593003,6.001762149999999,204.64426396,206.218571,6.4483927466666655,0.05000000000000426,0.0,671700.0,1119.5,1119.5,1119.5,1119.5,89.55991223128562,600.0,0.0,0.0,False,False,False
wifi_full-119-1770421251,wlan0,192.168.2.100,1883,uns,50,50.0,1,256,60.0,3000.0,3000.0,1026818.0,136.90893417760853,0.4199999999999875,0.0799999999999983,60.000058063000324,0.0,1770421251192284683,1770421311690323784,3000,768000,-0.6691205,64.43318274999999,124.4801617,340.670865,6.566441117,0.4999999999999858,0.0,1026818.0,342.2726666666667,342.2726666666667,342.2726666666667,342.2726666666667,136.90893417760853,3000.0,0.0,0.0,False,False,False
wifi_full-014-1770414741,wlan0,192.168.2.100,1883,replication,5,2.0,0,1024,60.0,600.0,120.0,664183.0,88.55764740584797,0.0,0.04999999999999999,60.00005821800005,0.0,1770414741067483466,1770414801567265408,600,614400,6.421595999999999,9.804613449999998,11.980046949999682,46.71168,7.128367234999999,0.04999999999999999,0.0,664183.0,1106.9716666666666,1106.9716666666666,5534.858333333334,5534.858333333334,88.55764740584797,600.0,0.0,0.0,False,False,False
wifi_full-041-1770416415,wlan0,192.168.2.100,1883,replication,20,10.0,0,256,60.0,12000.0,600.0,3550279.0,473.3700776515183,0.3800000000000008,0.06999999999999984,60.00005775799991,0.0,1770416415099359401,1770416475599615866,12000,3072000,5.5473375,11.637526349999996,44.65684772,47.360151,6.807434374416666,0.4500000000000006,0.0,3550279.0,295.85658333333333,295.85658333333333,5917.131666666667,5917.131666666667,473.3700776515183,12000.0,0.0,0.0,False,False,False
wifi_full-096-1770419825,wlan0,192.168.2.100,1883,uns,10,50.0,1,1024,60.0,3000.0,3000.0,3358640.0,447.8182335368765,0.46000000000000796,0.09999999999999787,60.00005803199929,0.0,1770419825164791670,1770419885662432722,3000,3072000,-1.055324,1.2050675999999996,42.98455668999999,53.593604,-0.05359042766666664,0.5600000000000058,0.0,3358640.0,1119.5466666666666,1119.5466666666666,1119.5466666666666,1119.5466666666666,447.8182335368765,3000.0,0.0,0.0,False,False,False
wifi_full-025-1770415423,wlan0,192.168.2.100,1883,replication,10,2.0,0,256,60.0,1200.0,120.0,356708.0,47.56101882265965,0.0600000000000005,0.0,60.000060357000166,0.0,1770415423080758292,1770415483580841571,1200,307200,6.258572,10.68163145,46.08724765,46.389789,7.167566763333334,0.0600000000000005,0.0,356708.0,297.25666666666666,297.25666666666666,2972.5666666666666,2972.5666666666666,47.56101882265965,1200.0,0.0,0.0,False,False,False
wifi_full-089-1770419391,wlan0,192.168.2.100,1883,uns,10,10.0,0,256,60.0,600.0,600.0,206628.0,27.550372776558476,0.0,0.05999999999999872,60.00005928799965,0.0,1770419391156453309,1770419451656852968,600,153600,2.03038,14.528485199999995,215.12786233,424.045445,9.683911911666666,0.05999999999999872,0.0,206628.0,344.38,344.38,344.38,344.38,27.550372776558476,600.0,0.0,0.0,False,False,False
wifi_full-094-1770419701,wlan0,192.168.2.100,1883,uns,10,50.0,0,1024,60.0,3000.0,3000.0,3376924.0,450.2560986485917,0.20000000000000284,0.05000000000000071,60.000057924999965,0.0,1770419701162375913,1770419761659860317,3000,3072000,-0.9681219999999999,22.969847699999992,76.51187558999929,269.644351,4.457781315,0.25000000000000355,0.0,3376924.0,1125.6413333333333,1125.6413333333333,1125.6413333333333,1125.6413333333333,450.2560986485917,3000.0,0.0,0.0,False,False,False
